# NAAIM Exposure Index: weekly survey of active managers' US equity exposure (-200% to +200%), by survey date.
# Source: National Association of Active Investment Managers (naaim.org): USE_Data-since-Inception_2026-07-29.xlsx,
# the last free full-history file before subscription access began on 2026-08-01. The index is the survey mean
# (the file's Mean/Average column, which NAAIM's own table shows as the NAAIM Number). Personal use.
week,naaim,bearish,quartile1,median,quartile3,bullish,deviation
2015-06-03,71.07,-150,63.65,81,100,200,58.57
2015-06-10,68.7,-150,50,86,100,200,58.29
2015-06-17,58.64,-150,45,75,89.87,100,51.06
2015-06-24,58.96,-150,42,75,85.35,200,58.05
2015-07-01,54.84,-150,34.75,63.8,90,200,60.13
2015-07-08,54.99,-150,21.25,62.5,86.5,200,64.15
2015-07-15,52.24,-150,50,69,81.23,200,62.88
2015-07-22,52.34,-150,16.75,68.5,89.25,200,69.12
2015-07-29,50.75,-150,1.5,64,82.5,200,65.01
2015-08-05,63.17,-150,48.75,76,100,200,63.08
2015-08-12,48.08,-150,1.5,50,82,200,62.19
2015-08-19,41.48,-150,0,50,80.45,175,56.91
2015-08-26,28.31,-150,0,27.5,63.75,100,54.44
2015-09-02,23.85,-100,0,19.5,51.04,150,45.74
2015-09-09,26.04,-67,0,18,51.25,150,39.81
2015-09-16,31.57,-100,0,25,55,150,43.81
2015-09-23,21.34,-100,0,19,48.6,150,51.72
2015-09-30,16.39,-150,0,25,38.5,200,58.08
2015-10-07,38.3,-50,0,22,70,200,56.83
2015-10-14,44.27,-100,0,27.5,83.75,200,67.17
2015-10-21,35.67,-50,0,33,60,150,45.35
2015-10-28,56.71,-100,25,50,95,200,57.37
2015-11-04,69.16,-100,50,75,99.75,200,51.18
2015-11-11,68.58,-50,50,75,97.9,200,53.11
2015-11-18,58.47,-100,48.3,63,95,200,58.42
2015-11-25,70.45,-50,56,74.4,95,150,34.74
2015-12-02,68.12,-50,40.25,75,100,200,53.48
2015-12-09,67.92,-36,30,80,100,200,49.78
2015-12-16,61.32,-150,28,70,92.5,200,64.68
2015-12-23,56.66,-150,47,66,95,200,58.63
2015-12-30,47.67,-150,18.75,60,80,200,60.95
2016-01-06,50.26,-150,6.25,57.5,83.75,200,66.59
2016-01-13,34.5,-150,5,50,69.2,200,64.93
2016-01-27,42.25,0,0,38,62.75,150,41.41
2016-02-03,22.41,-50,0,5,49.5,100,31.78
2016-02-10,32.87,-100,0,27.5,50,200,53.13
2016-02-17,41.05,-9,0,45,65,150,38.55
2016-02-24,31.65,-100,0,34.4,59,200,57.39
2016-03-02,54.44,-100,25,50,90,200,56.22
2016-03-09,51.01,-50,20.5,50,75,200,49.35
2016-03-16,62.72,-50,33.5,62.5,97.5,200,47.47
2016-03-23,59.59,-100,32.62,62.5,98.75,200,55.94
2016-03-30,67.94,-100,46.25,67.5,100,200,51.17
2016-04-06,73.21,-50,50,71.25,100,200,44.99
2016-04-13,63.97,-100,50,67,100,200,52.27
2016-04-20,82.5,-100,57.5,95,100,200,59.27
2016-04-27,74.19,-50,45.8,87.5,100,200,56.06
2016-05-04,67.66,-100,33,82.5,100,200,63.56
2016-05-11,49.55,-100,7,60,98.75,150,60.33
2016-05-18,60.17,-150,38.05,77.5,100,200,66.03
2016-05-25,64.67,-150,25.75,77.5,100,200,65.84
2016-06-01,68.94,-150,53.75,87.5,100,200,58.2
2016-06-08,74.8,-150,60,95,100,200,67.61
2016-06-15,75.96,-150,50,99,100,200,74.11
2016-06-22,69.35,-150,39.9,95,100,200,73.15
2016-06-29,74.52,-150,64,80,100,200,61.15
2016-07-06,65.43,-100,50,72,100,155,59.46
2016-07-13,96.52,-100,80,100,100,200,55.47
2016-07-20,92.64,-50,70,98,100,200,47.64
2016-07-27,101.02,0,87.5,100,100,200,38.76
2016-08-03,93.05,0,70,95,100,200,40.9
2016-08-10,92.86,0,75,95,100,200,44.68
2016-08-17,98.79,36.8,77.5,100,100,200,38.35
2016-08-24,97.8,0,76,100,100,200,52.85
2016-08-31,88.1,-50,71,100,100,200,50.59
2016-09-07,90.85,-20,73.2,100,100,200,45.87
2016-09-14,68.55,-100,37.25,96.75,100,200,74.81
2016-09-21,79.31,-50,69,93.5,100,185,53.63
2016-09-28,84.52,-50,69.25,94.25,100,200,48.9
2016-10-05,78.49,-50,65,95,100,200,61.21
2016-10-12,86.53,-100,70.5,90,100,200,57.79
2016-10-19,63.7,-150,45,90,100,200,79.94
2016-10-26,66.47,-150,50,90,100,200,73.2
2016-11-02,58.08,-150,29,77.5,100,200,81.97
2016-11-09,72.96,-150,45,95,100,200,70.25
2016-11-15,83.42,-50,67.5,98.5,100,200,45.03
2016-11-23,86.56,5,69,91.75,100,150,31.9
2016-11-30,98.02,5,87.5,100,100,200,33.81
2016-12-07,101.6,0,90,100,100,200,44.57
2016-12-14,96.23,-50,75.75,99.5,100,200,51.23
2016-12-21,101.33,30,90,100,100,200,31.32
2016-12-28,100.6,25,81.25,99,100,200,40.56
2017-01-04,99.43,0,82.5,100,102.5,200,41.37
2017-01-11,89.29,0,69,93.5,100,200,36.19
2017-01-18,94.09,0,85,100,100,200,37.74
2017-01-25,99.28,0,80,99,100,200,38.13
2017-02-01,94.02,0,80,100,100,200,35.21
2017-02-08,96.26,0,80.25,100,100,200,37.2
2017-02-15,95.89,0,83.75,100,100,200,46.4
2017-02-22,100.83,0,85,100,100,200,47.31
2017-03-01,102.07,0,95,100,100,200,40.98
2017-03-08,87.09,0,65,99,100,177,33.99
2017-03-15,80.77,-25,57.5,87.5,100,175,44.97
2017-03-22,68.68,-100,50,82,100,150,49.66
2017-03-29,68.28,-150,52.5,85,100,200,64.36
2017-04-05,71.02,-150,52.5,85,100,200,64.78
2017-04-12,82.95,-150,77.5,100,100,200,65.17
2017-04-19,74.2,-150,70,97,100,175,59.96
2017-04-26,88.09,-150,77,100,100,200,59.38
2017-05-03,82.31,0,75,96,100,200,43.62
2017-05-10,95.2,0,78,95,100,200,45.4
2017-05-17,94.62,-100,82,100,100,200,57
2017-05-24,97.49,0,83.75,100,100,200,43.07
2017-05-31,95.86,0,74,95,100,200,48.39
2017-06-07,92.1,0,78.75,89,100,200,40.95
2017-06-14,93.37,0,85,95,100,200,37.4
2017-06-21,92.69,-50,84.5,100,100,200,46.29
2017-06-28,97.47,-50,85,100,100,200,51.63
2017-07-05,93.36,0,78,98,100,200,38.94
2017-07-12,90.99,0,85,99,100,175,32.99
2017-07-19,85.82,0,80,95,100,200,41.82
2017-07-26,96.39,0,85,100,100,200,50.26
2017-08-02,90.95,0,79,98,100,200,42.98
2017-08-09,83.82,0,60,90,100,200,42.6
2017-08-16,85.19,0,56.25,88,100,180,35.52
2017-08-23,87.93,0,62.5,85,100,190,41.2
2017-08-30,84.08,0,50,85,100,200,46.31
2017-09-06,88.66,0,66.5,90,100,200,52.28
2017-09-13,97.12,0,71.75,98.38,100,200,45.25
2017-09-20,102.04,40,77.5,95.5,100,200,42.84
2017-09-27,106.62,85,93,97,105,170,25.85
2017-10-04,109.2,80,88,100,115,175,29.22
2017-10-11,95.84,0,72.5,100,108.44,200,47.7
2017-10-18,95.38,0,85,100,100,175,38.42
2017-10-25,91.37,-100,66,100,100,200,64.26
2017-11-01,83.08,-100,61.25,90.5,100,200,57.91
2017-11-08,87.23,0,80,98,100,160,34.74
2017-11-15,78.51,-150,70,100,100,200,68.59
2017-11-22,88.37,0,85,95,100,133.75,27.31
2017-11-29,97.34,0,67.5,95,100,200,47.38
2017-12-06,89.84,-100,78.5,96.5,100,200,48.44
2017-12-13,120.56,75,95,100,130,200,44.56
2017-12-20,101.85,55,85,95,100,200,36.62
2017-12-27,96.29,0,87,100,100,200,34.64
2018-01-03,90.4,0,89.75,100,100,133.75,25.36
2018-01-10,88.88,0,87,95,100,133,25.4
2018-01-17,86.34,0,80,96.88,100,133,27.71
2018-01-24,95.38,0,95,100,100,175,29.33
2018-01-31,84.93,-100,74.5,98.75,100,200,53.07
2018-02-07,75.9,0,53.75,82,100,200,44.02
2018-02-14,65.43,-100,47,85,98.5,200,55.52
2018-02-21,62.69,-100,50,85,95.5,100,50.17
2018-02-28,81,0,64,84.5,100,200,34.54
2018-03-07,72.05,-100,50,84,100,200,53.35
2018-03-14,85.35,0,67.5,90,100,200,34.69
2018-03-21,77.28,-50,50,90,100,200,50.12
2018-03-28,49.36,-100,0,63.5,95,200,66.57
2018-04-04,55.57,-100,0,67,96,200,58.83
2018-04-11,65.12,0,45,65,97,200,48.61
2018-04-18,77.64,0,65,79,100,200,38.98
2018-04-25,64.2,-100,36.25,62.5,91.75,200,63.14
2018-05-02,52.56,-100,36.25,68,91.25,200,68.15
2018-05-09,69.82,0,50,62.5,96.5,200,39.55
2018-05-16,85.43,-100,77.5,93.5,100,200,54.33
2018-05-23,83.95,-100,70,90,100,200,53.99
2018-05-30,82.24,0,55,75,100,200,39.76
2018-06-06,91.67,11,70,90,100,200,34.51
2018-06-13,103.93,35,85,95.25,100,200,41.63
2018-06-20,89.2,0,80,95.25,100,200,34.5
2018-06-27,85.06,0,70,95.13,100,200,39
2018-07-04,76.38,0,53.75,72,99.5,200,46.74
2018-07-11,88.56,0,72.5,91,100,200,38.47
2018-07-18,82.01,0,62.5,87.5,100,200,38.82
2018-07-25,84.96,0,78.75,95,100,200,39.16
2018-08-01,76.36,0,50,77.5,100,200,40.45
2018-08-08,87.68,28,75,95,100,200,32.78
2018-08-15,78.27,0,52.5,80,100,200,38.94
2018-08-22,86.46,40,70,82.5,100,200,31.73
2018-08-29,98.3,30,80,100,100,200,38.53
2018-09-05,85.01,0,66.25,97.5,100,200,43.57
2018-09-12,90.19,20,75,97,100,200,37.62
2018-09-19,83.92,0,59.75,90,100,200,38.02
2018-09-26,90.73,0,65,90,100,200,44.58
2018-10-03,84.49,0,60.25,82.5,100,200,43.37
2018-10-10,52.86,-133,16.5,50,92.5,200,64.94
2018-10-18,67.76,-5,50,70,100,200,45.19
2018-10-24,51.49,-200,22.5,62.5,92.5,150,72.86
2018-10-31,61.47,0,45,62.5,85,130,38.96
2018-11-07,64.96,0,50,80,85,100,33.59
2018-11-14,35.13,-100,7,45,60,107,48.37
2018-11-21,30.55,-200,2.5,30,79,130,73.89
2018-11-28,53.21,0,19.25,50,92.81,120,39.99
2018-12-05,61.96,-100,27.5,75,100,200,61.26
2018-12-12,55.51,0,2.5,49.5,94.44,200,50.14
2018-12-19,31.96,-100,0,18,62.5,200,63.86
2018-12-26,47.59,0,0,40,82.5,200,50.7
2019-01-02,59.43,-25,10,60,100,200,53.3
2019-01-09,66.8,0,6,70,99.5,200,60.63
2019-01-16,75.51,0,45,67.5,100,200,51.01
2019-01-23,72.84,-5,50,70,100,200,45.67
2019-01-30,76.33,0,52.5,80,100,200,46.03
2019-02-06,83.39,-8,60,92,100,200,42.17
2019-02-13,82.01,-20,60,85,100,200,40.51
2019-02-20,77.86,-20,57.5,80,98.5,200,46.58
2019-02-27,79.33,-24,50,80,96.43,200,48.78
2019-03-06,73.9,-30,52.5,83.5,98.75,200,51.87
2019-03-13,77.4,-30,52.5,88.5,100,200,50.84
2019-03-20,78.25,-50,62,90,100,200,57.44
2019-03-27,61.69,-50,38.75,72.5,100,200,58.85
2019-04-03,91.92,9,80,100,100,200,37.44
2019-04-10,88.9,-30,65,100,100,200,44.35
2019-04-17,93.37,40,82,100,100,200,29.9
2019-04-24,92.43,-30,90,100,100,200,38.32
2019-05-01,89.8,-30,72.5,90,100,200,43.11
2019-05-08,82.02,-150,89,95,100,200,63.69
2019-05-15,72.82,-100,64,87.5,100,200,54.45
2019-05-22,70.07,-50,64.25,80,99.69,100,38.76
2019-05-29,59.69,-200,46.5,75,100,200,76.66
2019-06-05,54.99,-150,50,68,92.5,134,57.55
2019-06-12,74.26,-30,52.5,81,99.69,150,36.67
2019-06-19,74.91,0,64.5,77.5,99.06,100,25.39
2019-06-26,72.28,-100,54.75,90,100,200,56.56
2019-07-03,79.36,-30,68.75,92.5,100,150,37.46
2019-07-10,87.34,0,68.75,95,100,200,35.63
2019-07-17,81.85,-100,80,98.75,100,200,53.98
2019-07-24,95.75,-20,90,100,100,200,37.93
2019-07-31,91.41,0,85,100,100,200,41.31
2019-08-07,56.59,-100,0,80,100,200,61.58
2019-08-14,58.08,-50,0,80,100,134,49.29
2019-08-21,70.18,-100,61,82.5,100,200,60.34
2019-08-28,59.99,-100,37.5,70,100,200,66.01
2019-09-04,56.15,-100,50,70,93.05,134,53.29
2019-09-11,75.76,-50,44.5,80,100,200,58.2
2019-09-18,77.09,-50,42.5,90,100,200,62.04
2019-09-25,64.85,-50,31.25,75,97.5,200,53.22
2019-10-02,57.39,-200,7.5,75,100,200,78.3
2019-10-09,57.32,-100,30,75,90,200,57.1
2019-10-16,57.08,-200,60,80,95.38,100,67.4
2019-10-23,65.67,-15,50,75,100,125,38.35
2019-10-30,88.94,-30,71.25,90,100,200,39.58
2019-11-06,92.26,0,78.5,94.38,100,200,35.5
2019-11-13,72.25,-30,52.5,85,100,200,49.68
2019-11-20,78.23,-30,70,100,100,200,52.05
2019-11-27,76.66,0,60,90,100,150,41.28
2019-12-04,77.8,-30,36,99,100,200,56.13
2019-12-11,78.71,-30,65,98.75,100,200,50.69
2019-12-18,98.9,13,94.38,100,100,200,35.82
2019-12-25,97.44,0,99.69,100,100,140,29.16
2020-01-01,86.99,17,75.75,100,100,137,32.42
2020-01-08,94.16,0,90.75,100,100,200,40.66
2020-01-15,89.47,0,75,100,100,150,37.35
2020-01-22,93.75,39,90,100,100,150,21.13
2020-01-29,77.07,-100,59,100,100,200,57.93
2020-02-05,62.49,-100,42.5,89.38,100,150,57.84
2020-02-12,86.08,0,72.5,100,100,200,37.59
2020-02-19,87.91,0,74,99.38,100,200,35.15
2020-02-26,65.03,-100,20,75,100,200,69.72
2020-03-04,29.03,-200,0,50,98.75,120,72.71
2020-03-11,16.59,-200,0,10,39,100,58.88
2020-03-18,10.65,-150,0,10,25,100,42.67
2020-03-25,25.87,-32,0,15,50,100,34.05
2020-04-01,23.67,-100,0,20.5,50,100,40.64
2020-04-08,26.74,-100,0,25,40,100,44.54
2020-04-15,28.71,-100,0,35,76,100,56.57
2020-04-22,45.34,-100,0,50,80,200,57.95
2020-04-29,78.55,-32,52.5,78,100,200,41.89
2020-05-06,67.95,0,47.5,66,85,200,41.07
2020-05-13,57.71,-9,20,50,76,200,49.3
2020-05-20,63.22,-50,50,65,83.75,200,51.08
2020-05-27,81.65,0,50,76,100,200,43.17
2020-06-03,91.6,-20,80.5,100,105.5,150,36.69
2020-06-10,77.48,-75,70,80,100,200,54.73
2020-06-17,88.25,11,74.25,94,100,200,37.33
2020-06-24,76.57,-15,50,75,100,200,43.91
2020-07-01,71.47,-50,55,80,100,200,52.64
2020-07-08,85.09,0,52,87.5,100,200,50.49
2020-07-15,90.53,0,61,100,100,200,49.38
2020-07-22,97.88,50,75.75,100,100,200,33.91
2020-07-29,97.44,17,87.25,100,100,200,36.13
2020-08-05,94.55,-5,87.5,100,100,200,49.4
2020-08-12,101.2,50,87.25,100,100,200,29.1
2020-08-19,100.13,0,83.75,100,100,200,42.31
2020-08-26,106.56,50,90,100,100,200,38.44
2020-09-02,94.71,50,76,100,100,200,35.47
2020-09-09,53.09,-100,0,63,98.75,200,60.47
2020-09-16,59.3,-100,0,65,100,200,71.73
2020-09-23,55.3,-200,0,62.5,100,200,82.7
2020-09-30,58.25,-100,0,65,100,200,62.62
2020-10-07,73.05,-100,57.5,81.25,100,200,63.41
2020-10-14,102.93,0,92.38,100,100,200,41.56
2020-10-21,87.07,-6,80,100,100,200,42.48
2020-10-28,77.87,0,50,80,100,200,49.64
2020-11-04,69.2,0,35,75,100,200,49.7
2020-11-11,96.3,0,70,100,137.5,200,50.26
2020-11-18,106.41,-12,93.19,100,107.5,200,44.54
2020-11-25,106.74,0,86.5,100,130,200,44.54
2020-12-02,103.17,0,90,100,100,200,38.9
2020-12-09,106.11,0,89.88,100,100,200,40.98
2020-12-16,101.47,0,88.75,100,116.13,200,42.33
2020-12-23,89.11,0,80,100,100,200,44.19
2020-12-30,82.97,0,65.25,88.25,100,200,47.07
2021-01-06,94.51,0,80,100,101.25,200,39.11
2021-01-13,106.76,50,89.81,100,107.5,200,39.85
2021-01-20,112.93,75,100,100,119.75,200,36.46
2021-01-27,83.51,-50,70,89.75,100,200,53.82
2021-02-03,79.15,0,50,89.75,100,200,50.88
2021-02-10,110.28,80,100,100,100,200,29.44
2021-02-17,108.32,0,89.81,100,122.5,200,44.76
2021-02-24,84.99,0,62.5,87.5,100,200,48.64
2021-03-03,65.37,-100,20,80,100,200,62.65
2021-03-10,48.62,-100,0,75,97.5,100,54.1
2021-03-17,78.55,0,80,95,100,100,33.98
2021-03-24,57.52,0,5,75,90,119.75,42.24
2021-03-31,52.02,0,0,80,100,100,47.49
2021-04-07,89.85,50,66,80,100,200,35.16
2021-04-14,96.57,0,80,100,100,200,39.59
2021-04-21,95.6,0,80.25,99,100,200,39.06
2021-04-28,103.72,0,85.38,100,105,200,43.65
2021-05-05,87.79,0,66.38,100,100,200,50
2021-05-12,46.86,-50,0,50,82.5,106.25,44.2
2021-05-19,44.21,0,6.25,45,71.25,110.75,35.25
2021-05-26,68.3,0,55,80,99.5,100,35.12
2021-06-02,82.27,0,60,100,100,150,35.83
2021-06-09,79.65,0,60,100,100,150,38.92
2021-06-16,98.52,50,80,100,103.88,200,34.16
2021-06-23,70.86,-50,57.5,80.38,100,130,42.79
2021-06-30,91.72,0,80.38,100,100,200,38.18
2021-07-07,82.54,0,52.5,87.88,100,200,42.66
2021-07-14,93.27,25,76.25,90,100,200,37.85
2021-07-21,71.04,0,50,77,100,200,48.75
2021-07-28,78.39,-50,72.75,92.5,100,150,43.07
2021-08-04,97.72,25,85,100,105.38,200,41.16
2021-08-11,97.55,25,80,100,102.69,200,38.54
2021-08-18,70.57,-50,35,90,100,200,58.22
2021-08-25,92.83,20,80,100,100,200,37.95
2021-09-01,93.95,25,81.31,100,100,200,39.24
2021-09-08,84.68,20,45,100,100,200,43.85
2021-09-15,87.02,0,60,100,100,200,47.86
2021-09-22,77.7,0,52.25,82.62,100,200,47.37
2021-09-29,55.02,-100,2.5,52.5,100,200,72.13
2021-10-06,68.6,0,25,60,100,200,51.09
2021-10-13,64.46,-100,47.5,82.5,100,115.25,52.37
2021-10-20,98.02,50,87.5,100,100,200,33.46
2021-10-27,103.35,65,85.06,100,100,200,33.03
2021-11-03,107.99,50,89,100,108.5,200,37.31
2021-11-10,103.69,15,97.25,100,109.25,200,43.41
2021-11-17,102.54,0,100,100,115.06,200,47.38
2021-11-24,103.14,0,97.5,100,112.44,200,46.63
2021-12-01,87.87,-17,60,100,100,200,59.91
2021-12-08,69.46,-100,48.5,100,100,200,78.33
2021-12-15,52.22,-100,11.5,50,100,200,61.89
2021-12-22,67.02,0,21.25,66.12,100,200,51.45
2021-12-29,85.71,0,61.25,100,100,150,38.94
2022-01-05,89.54,0,78.62,100,100,200,42
2022-01-12,74.78,-150,80,100,100,150,66.02
2022-01-19,56.73,-125,20,75,91.25,200,76.22
2022-01-26,53.39,-100,0,70,100,200,66.22
2022-02-02,62.54,0,20,60,90,200,49.17
2022-02-09,66.8,0,37.5,85,100,121.25,40.53
2022-02-16,53.49,-200,30,65,80,200,72.38
2022-02-23,44.41,-150,0,47,85,200,71.64
2022-03-02,30.3,-200,0,50,75,100,72.26
2022-03-09,42.58,-200,10,50,80,200,70.96
2022-03-16,46.68,-100,0,50,85,200,60.48
2022-03-23,52.69,-150,30,70,100,125,65.23
2022-03-30,79.72,40,62.5,80,100,105,21.67
2022-04-06,83.41,22,55,80,98.94,200,40.35
2022-04-13,63.29,-8,50,75,86.75,100,31.86
2022-04-20,74.05,16,50,80,93.75,112,28.88
2022-04-27,46.25,-100,5,50,73.38,200,69.22
2022-05-04,31.76,-70,0,20,72.5,100,45.33
2022-05-11,24.31,-100,0,4,50,200,58.81
2022-05-18,19.51,-100,0,0,50,86.75,44.74
2022-05-25,33.19,0,0,13.5,66.25,100,35.08
2022-06-01,34.33,-200,0,50,85.88,100,74.08
2022-06-08,50,0,0.02,50,93,100,43.01
2022-06-15,32.18,-22,0,15,50,200,50.59
2022-06-22,19.86,-100,0,0,50,200,59.84
2022-06-29,30.66,-25,0,1.25,50,200,51.78
2022-07-06,27.85,-100,0,10,65,200,62.05
2022-07-13,26.74,-100,0,1.25,50,200,58.93
2022-07-20,44.48,-53,2.19,45,75,200,51.59
2022-07-27,47.21,-7,4.06,35,82.5,200,50.16
2022-08-03,55.28,-10,10,40,95,200,53.21
2022-08-10,71.59,-50,35.62,75,100,200,54.24
2022-08-17,64.44,-50,35,50,100,200,54.27
2022-08-24,54.86,-100,20,50,92.5,200,59.7
2022-08-31,32.36,-100,0,30,56.25,200,60.43
2022-09-07,27.33,-122,0,31,50,200,60.04
2022-09-14,33.86,-122,0,40,77.5,200,70.46
2022-09-21,29.59,-100,0,20,54,200,60.97
2022-09-28,12.61,-150,0,9.62,40,200,66.88
2022-10-05,38.11,-80,0,40,75,200,58.96
2022-10-12,19.84,-100,0,5,47.5,200,59.65
2022-10-19,43.28,-40,0,42,65,200,55.43
2022-10-26,53.91,-50,23.75,50,76.25,200,54.08
2022-11-02,55.22,-100,38,60,90,200,59.48
2022-11-09,53.33,-100,42.5,52.5,86.25,200,54.63
2022-11-16,64.96,-100,45,70,100,200,60.66
2022-11-23,60.29,-100,50,70,100,200,56.55
2022-11-30,64.36,-25,36.25,67.5,100,200,50.1
2022-12-07,55.69,-0.08,0,60,85,200,50.27
2022-12-14,71.6,-0.09,45,70,100,200,48.94
2022-12-21,39.35,-100,15.75,30.62,54.5,200,53.8
2022-12-28,43.48,-0.13,4,30.62,55,200,46.68
2023-01-04,38.79,-50,0.07,30.62,71.25,200,53.9
2023-01-11,45.31,-25,25,50,60,160,39.74
2023-01-18,65.07,-60,31.25,50,100,200,58.85
2023-01-25,75.23,-25,50,76,100,200,45.01
2023-02-01,78.37,-25,50,90,100,200,44.29
2023-02-08,85.4,0.8,69.5,94,100,200,44.25
2023-02-15,81.43,-50,65,75,100,200,47.28
2023-02-22,57.09,-200,45.31,66,100,200,71.14
2023-03-01,47.41,-175,23.12,50,75,200,69.32
2023-03-08,60.11,-150,40,60,100,200,63.44
2023-03-15,41.92,-150,0,55,70,200,66.69
2023-03-22,53.21,-100,26.56,56.5,91.25,200,57.12
2023-03-29,65.15,-50,28.94,72.5,100,200,49.69
2023-04-05,72.89,-50,50,80,100,200,45.38
2023-04-12,58.71,-150,44.5,70,95,200,64.83
2023-04-19,78.26,0,50,75,100,200,39.61
2023-04-26,50.81,-50,12.75,60,78.25,200,56.93
2023-05-03,67.01,0,40.62,67,80,200,43.05
2023-05-10,65.22,-50,35.62,68,100,200,50.84
2023-05-17,59,-50,35.62,60,87.5,200,48.49
2023-05-24,65.51,0,29.69,65,88.75,200,52.21
2023-05-31,53.92,-100,5.38,59,93.25,200,59.12
2023-06-07,90.07,31.25,62,87,107.5,200,40.46
2023-06-14,81.66,-50,50,80,100,200,56.21
2023-06-21,83.6,0,70.5,85,100,200,45.51
2023-06-28,75.93,-50,50,77.5,100,200,54.14
2023-07-05,83.11,-50,63.75,85,100,200,50.49
2023-07-12,93.34,0.15,72.5,100,100,200,44.26
2023-07-19,99.05,0.75,75,100,110,200,44.69
2023-07-26,101.82,31.25,80,100,100,200,36.34
2023-08-02,78.46,-200,74.75,86.5,100,200,72.74
2023-08-09,65.49,-100,25.62,75,100,200,63.43
2023-08-16,59.87,-100,10,75,100,200,67.22
2023-08-23,34.36,-200,0,55,76,200,79.38
2023-08-30,61.19,-200,50,75,89,200,63.6
2023-09-06,49.73,-200,26.56,60,80,200,70.89
2023-09-13,57.98,-200,50,73,88,200,64.01
2023-09-20,54.33,-50,0.04,69.5,86.75,200,53.81
2023-09-27,43.01,-150,0,60,75,200,60.53
2023-10-04,36.21,-150,0,50,75,200,74.3
2023-10-11,45.8,-200,0.1,60,81.5,200,70.16
2023-10-18,66.67,-50,35.62,60,77,200,60.7
2023-10-25,24.82,-200,0,40,70,200,73.54
2023-11-01,29.17,-200,0,40,75,200,71.18
2023-11-08,61.76,0,22.5,50,82,200,52.63
2023-11-15,72.06,-200,60,78,100,200,70.6
2023-11-22,77.95,-200,71,85,100,200,68.56
2023-11-29,81.38,-200,80,95,100,200,64.95
2023-12-06,76.09,-200,80,91.5,100,200,71.14
2023-12-13,77.97,-200,77.5,95,100,200,69.78
2023-12-20,97.32,1,81.5,100,100,200,49.87
2023-12-27,102.71,0,85.5,100,100,200,48.43
2024-01-03,70.95,-200,52.5,85,100,200,68.19
2024-01-10,80.18,0,54.75,89,100,200,43.94
2024-01-17,53.54,-200,30,80,97.5,200,71.66
2024-01-24,84.13,-200,80,95,100,200,70.54
2024-01-31,87.36,-200,80,98.77,100,200,67.72
2024-02-07,93.77,0,80,95,100,200,40.52
2024-02-14,95.58,-50,84,100,100,200,42.93
2024-02-21,74.7,-200,72.25,100,100,200,87.34
2024-02-28,88.99,-200,80,99,100,200,63.8
2024-03-06,93.99,-50,85.5,100,100,200,43.54
2024-03-13,104.75,0,80,100,100,200,45.2
2024-03-20,93.22,-200,80,100,100,200,71.21
2024-03-27,103.88,50,91.5,100,100,200,31.21
2024-04-03,84.24,-200,81.25,100,100,200,68.21
2024-04-10,81.92,-200,78.5,90,100,200,65.73
2024-04-17,62.98,-200,41.5,80,100,200,71.42
2024-04-24,59.48,-200,0.15,87.5,100,200,70.79
2024-05-01,61.97,-200,40,80,100,200,76
2024-05-08,91.55,-100,76.25,100,100,200,59.39
2024-05-15,89.25,-200,80,100,100,200,71.74
2024-05-22,94.45,-200,88.75,100,110,200,72.54
2024-05-29,92.21,-200,75,95,122.65,200,78.96
2024-06-05,68.65,-200,70,90,100,200,90.94
2024-06-12,86.3,-50,62,95,100,200,56.33
2024-06-19,85.26,-200,79,99.48,101.25,200,74.87
2024-06-26,85.44,-100,64.75,96.98,100,200,58.35
2024-07-03,103.66,0,90,100,110,200,55.2
2024-07-10,93.84,-200,80,100,104.96,200,71.99
2024-07-17,87.94,-200,80,100,100,200,71.55
2024-07-24,76.7,-100,50,90,100,200,54.03
2024-07-31,83.93,-100,76,97,100,200,62.38
2024-08-07,75.33,-150,68.5,87.5,100,200,60.29
2024-08-14,56.57,-200,0.56,84.85,100,200,89.06
2024-08-21,74.68,-200,50,97,100,200,67.78
2024-08-28,81.34,-200,80,100,100,200,76.26
2024-09-04,70.65,-200,64.3,85,100,200,70.38
2024-09-11,71.93,-200,60,90,100,200,70.66
2024-09-18,87.46,-200,71.25,94.5,100,200,69.36
2024-09-25,86.64,-200,85,95,100,200,75.61
2024-10-02,86.93,-100,75,96.5,100,200,56.15
2024-10-09,90.26,-75,81.75,100,100,200,54.22
2024-10-16,81.68,-200,81.25,99,100,200,70.32
2024-10-23,79.13,-200,75,92,100,200,75.64
2024-10-30,82.53,-100,76.25,95,100,200,60.95
2024-11-06,88.31,-100,72.5,95,100,200,56.27
2024-11-13,91.6,-100,87.5,100,102.5,200,66.66
2024-11-20,91.33,-67,83.75,100,100,200,55.21
2024-11-27,98.93,0,91.5,100,111.25,200,44.97
2024-12-04,85.49,-100,82.75,97,100,200,65.58
2024-12-11,99.24,-75,89.5,100,100,200,50.55
2024-12-18,82.5,-100,60,100,100,200,55.02
2024-12-25,80.39,-200,75,95,100,200,72.16
2025-01-01,64.1,-200,61.5,93,100,200,90.01
2025-01-08,65.38,-100,20,80,100,200,55.05
2025-01-15,70.21,-100,37.25,92,100,200,58.09
2025-01-22,86.08,0,82.25,95,100,200,45.88
2025-01-29,68.28,-200,25.38,95,100,200,65.86
2025-02-05,84.91,-50,76.25,95,100,200,54.2
2025-02-12,75.62,-100,56.25,92,100,200,52.44
